condition_str,subj_id,num,type,error,correctmove,latency,omit,direction
SD,CP,47.0,1.0,0.0,-1.0,0.0,1.0,17.0
SD,CP,48.0,1.0,0.0,1.0,74.0,1.0,295.0
SD,CP,49.0,1.0,0.0,1.0,506.0,0.0,385.0
SD,CP,50.0,1.0,0.0,1.0,256.0,0.0,-477.0
SD,CP,51.0,1.0,0.0,-1.0,0.0,1.0,132.0
SD,CP,52.0,1.0,0.0,-1.0,0.0,1.0,-93.0
SD,CP,53.0,1.0,0.0,-1.0,0.0,1.0,-437.0
SD,CP,54.0,1.0,0.0,1.0,316.0,0.0,283.0
SD,CP,55.0,1.0,0.0,1.0,280.0,0.0,421.0
SD,CP,56.0,1.0,0.0,1.0,339.0,0.0,-461.0
SD,CP,57.0,1.0,0.0,1.0,385.0,0.0,317.0
SD,CP,58.0,1.0,0.0,1.0,310.0,0.0,72.0
SD,CP,59.0,1.0,0.0,-1.0,0.0,1.0,421.0
SD,CP,60.0,1.0,0.0,-1.0,0.0,1.0,-242.0
SD,CP,61.0,1.0,0.0,1.0,390.0,0.0,286.0
SD,CP,63.0,1.0,0.0,1.0,158.0,0.0,-116.0
SD,CP,64.0,1.0,0.0,-1.0,0.0,1.0,-228.0
SD,RD,2.0,1.0,0.0,1.0,391.0,0.0,-186.0
SD,RD,3.0,1.0,0.0,1.0,395.0,0.0,-38.0
SD,RD,4.0,1.0,0.0,1.0,411.0,0.0,-150.0
SD,RD,5.0,1.0,0.0,1.0,380.0,0.0,-190.0
SD,RD,6.0,1.0,0.0,1.0,375.0,0.0,-368.0
SD,RD,7.0,1.0,0.0,1.0,416.0,0.0,429.0
SD,RD,8.0,1.0,0.0,-1.0,0.0,1.0,-341.0
SD,RD,9.0,1.0,0.0,1.0,410.0,0.0,361.0
SD,RD,10.0,1.0,0.0,1.0,401.0,0.0,436.0
SD,RD,11.0,1.0,0.0,-1.0,0.0,1.0,-213.0
SD,RD,12.0,1.0,0.0,-1.0,0.0,1.0,302.0
SD,RD,13.0,1.0,0.0,-1.0,0.0,1.0,-476.0
SD,RD,14.0,1.0,0.0,1.0,334.0,0.0,270.0
SD,RD,15.0,1.0,0.0,1.0,340.0,0.0,135.0
SD,RD,16.0,1.0,0.0,1.0,436.0,0.0,379.0
SD,RD,17.0,1.0,0.0,1.0,375.0,0.0,-277.0
SD,RD,18.0,1.0,0.0,1.0,375.0,0.0,25.0
SD,RD,19.0,1.0,0.0,1.0,304.0,0.0,-469.0
SD,RD,20.0,1.0,0.0,-1.0,0.0,1.0,-106.0
SD,RD,21.0,1.0,0.0,1.0,353.0,0.0,105.0
SD,RD,22.0,1.0,0.0,1.0,316.0,0.0,235.0
SD,RD,23.0,1.0,0.0,1.0,396.0,0.0,-30.0
SD,RD,24.0,1.0,0.0,1.0,360.0,0.0,330.0
SD,RD,25.0,1.0,0.0,1.0,261.0,0.0,-392.0
SD,RD,26.0,1.0,0.0,-1.0,0.0,1.0,-44.0
SD,RD,27.0,1.0,0.0,-1.0,0.0,1.0,-284.0
SD,RD,28.0,1.0,0.0,1.0,306.0,0.0,298.0
SD,RD,29.0,1.0,0.0,1.0,345.0,0.0,464.0
SD,RD,30.0,1.0,0.0,1.0,349.0,0.0,138.0
SD,RD,31.0,1.0,0.0,1.0,366.0,0.0,-197.0
SD,RD,32.0,1.0,0.0,-1.0,0.0,1.0,18.0
SD,RD,33.0,1.0,0.0,1.0,315.0,0.0,-33.0
SD,RD,34.0,1.0,0.0,1.0,350.0,0.0,-393.0
SD,RD,35.0,1.0,0.0,1.0,329.0,0.0,-258.0
SD,RD,36.0,1.0,0.0,1.0,310.0,0.0,169.0
SD,RD,37.0,1.0,0.0,1.0,401.0,0.0,-267.0
SD,RD,38.0,1.0,1.0,0.0,220.0,0.0,-432.0
SD,RD,39.0,1.0,0.0,1.0,266.0,0.0,479.0
SD,RD,40.0,1.0,0.0,1.0,272.0,0.0,211.0
SD,RD,41.0,1.0,0.0,1.0,440.0,0.0,-196.0
SD,RD,42.0,1.0,0.0,1.0,315.0,0.0,-285.0
SD,RD,44.0,1.0,0.0,-1.0,0.0,1.0,-103.0
SD,RD,45.0,1.0,0.0,1.0,366.0,0.0,206.0
SD,RD,46.0,1.0,0.0,1.0,292.0,0.0,197.0
SD,RD,47.0,1.0,0.0,1.0,436.0,0.0,-235.0
SD,RD,48.0,1.0,0.0,1.0,386.0,0.0,-68.0
SD,RD,49.0,1.0,0.0,-1.0,0.0,1.0,10.0
SD,RD,50.0,1.0,0.0,1.0,426.0,0.0,-40.0
SD,RD,51.0,1.0,0.0,1.0,364.0,0.0,70.0
SD,RD,52.0,1.0,0.0,1.0,375.0,0.0,-56.0
SD,RD,53.0,1.0,0.0,-1.0,0.0,1.0,113.0
SD,RD,54.0,1.0,0.0,1.0,306.0,0.0,-405.0
SD,RD,55.0,1.0,0.0,1.0,405.0,0.0,-282.0
SD,RD,56.0,1.0,1.0,0.0,270.0,0.0,-59.0
SD,RD,57.0,1.0,0.0,1.0,381.0,0.0,123.0
SD,RD,58.0,1.0,0.0,1.0,270.0,0.0,264.0
SD,RD,59.0,1.0,0.0,-1.0,0.0,1.0,375.0
SD,RD,60.0,1.0,0.0,-1.0,0.0,1.0,452.0
SD,RD,61.0,1.0,0.0,-1.0,0.0,1.0,-289.0
SD,RD,62.0,1.0,0.0,-1.0,0.0,1.0,-206.0
SD,RD,63.0,1.0,0.0,-1.0,0.0,1.0,44.0
SD,RD,64.0,1.0,0.0,1.0,316.0,0.0,376.0
SD,RD,65.0,1.0,0.0,1.0,339.0,0.0,-445.0
SD,RD,66.0,1.0,0.0,1.0,407.0,0.0,-112.0
SD,RD,67.0,1.0,0.0,-1.0,0.0,1.0,-458.0
SD,KC,2.0,1.0,0.0,1.0,305.0,0.0,106.0
SD,KC,3.0,1.0,1.0,0.0,279.0,0.0,-440.0
SD,KC,5.0,1.0,0.0,-1.0,0.0,1.0,15.0
SD,KC,6.0,1.0,0.0,1.0,325.0,0.0,455.0
SD,KC,7.0,1.0,0.0,1.0,340.0,0.0,-392.0
SD,KC,8.0,1.0,0.0,1.0,331.0,0.0,-310.0
SD,KC,9.0,1.0,0.0,1.0,336.0,0.0,-113.0
SD,KC,10.0,1.0,0.0,-1.0,0.0,1.0,-11.0
SD,KC,11.0,1.0,0.0,1.0,310.0,0.0,186.0
SD,KC,12.0,1.0,0.0,1.0,364.0,0.0,-219.0
SD,KC,13.0,1.0,0.0,1.0,395.0,0.0,-368.0
SD,KC,14.0,1.0,0.0,1.0,326.0,0.0,114.0
SD,KC,15.0,1.0,0.0,1.0,340.0,0.0,282.0
SD,KC,16.0,1.0,0.0,1.0,316.0,0.0,-238.0
SD,KC,17.0,1.0,0.0,1.0,370.0,0.0,354.0
SD,KC,18.0,1.0,1.0,0.0,301.0,0.0,162.0
SD,KC,19.0,1.0,0.0,1.0,215.0,0.0,-100.0
SD,KC,20.0,1.0,0.0,1.0,256.0,0.0,-161.0
SD,KC,21.0,1.0,0.0,1.0,286.0,0.0,-347.0
SD,KC,22.0,1.0,0.0,1.0,315.0,0.0,433.0
SD,KC,23.0,1.0,0.0,-1.0,0.0,1.0,-6.0
SD,KC,24.0,1.0,0.0,1.0,335.0,0.0,-226.0
SD,KC,25.0,1.0,0.0,-1.0,0.0,1.0,-127.0
SD,KC,26.0,1.0,0.0,1.0,309.0,0.0,292.0
SD,KC,27.0,1.0,0.0,1.0,315.0,0.0,52.0
SD,KC,28.0,1.0,0.0,1.0,300.0,0.0,73.0
SD,KC,29.0,1.0,0.0,-1.0,0.0,1.0,300.0
SD,KC,30.0,1.0,0.0,-1.0,0.0,1.0,453.0
SD,KC,31.0,1.0,0.0,-1.0,0.0,1.0,122.0
SD,KC,32.0,1.0,0.0,1.0,312.0,0.0,-280.0
SD,KC,33.0,1.0,0.0,1.0,304.0,0.0,-402.0
SD,KC,34.0,1.0,0.0,1.0,360.0,0.0,-125.0
SD,KC,35.0,1.0,0.0,1.0,326.0,0.0,-125.0
SD,KC,36.0,1.0,0.0,1.0,366.0,0.0,-417.0
SD,KC,37.0,1.0,0.0,1.0,330.0,0.0,350.0
SD,KC,38.0,1.0,0.0,1.0,290.0,0.0,469.0
SD,KC,39.0,1.0,0.0,-1.0,0.0,1.0,22.0
SD,KC,40.0,1.0,0.0,1.0,285.0,0.0,111.0
SD,KC,41.0,1.0,0.0,1.0,340.0,0.0,-380.0
SD,KC,42.0,1.0,0.0,1.0,386.0,0.0,396.0
SD,KC,43.0,1.0,0.0,-1.0,0.0,1.0,134.0
SD,KC,44.0,1.0,0.0,-1.0,0.0,1.0,-245.0
SD,KC,45.0,1.0,0.0,1.0,276.0,0.0,-316.0
SD,KC,46.0,1.0,0.0,1.0,321.0,0.0,227.0
SD,KC,47.0,1.0,0.0,1.0,436.0,0.0,-419.0
SD,KC,48.0,1.0,0.0,-1.0,0.0,1.0,-119.0
SD,KC,49.0,1.0,0.0,1.0,330.0,0.0,245.0
SD,KC,50.0,1.0,0.0,1.0,310.0,0.0,422.0
SD,KC,52.0,1.0,0.0,-1.0,0.0,1.0,374.0
SD,KC,53.0,1.0,0.0,1.0,355.0,0.0,-244.0
SD,KC,54.0,1.0,0.0,1.0,309.0,0.0,69.0
SD,KC,55.0,1.0,0.0,1.0,336.0,0.0,356.0
SD,KC,56.0,1.0,0.0,1.0,320.0,0.0,104.0
SD,KC,57.0,1.0,0.0,1.0,281.0,0.0,-62.0
SD,KC,58.0,1.0,0.0,1.0,239.0,0.0,-177.0
SD,KC,59.0,1.0,0.0,1.0,335.0,0.0,-244.0
SD,KC,60.0,1.0,0.0,1.0,346.0,0.0,194.0
SD,KC,61.0,1.0,0.0,1.0,365.0,0.0,-62.0
SD,KC,62.0,1.0,0.0,1.0,315.0,0.0,207.0
SD,KC,63.0,1.0,0.0,1.0,345.0,0.0,262.0
SD,KC,64.0,1.0,0.0,1.0,395.0,0.0,-238.0
SD,KC,65.0,1.0,0.0,1.0,376.0,0.0,267.0
SD,KC,66.0,1.0,0.0,1.0,319.0,0.0,-156.0
SD,KC,67.0,1.0,0.0,1.0,300.0,0.0,223.0
SD,SY,2.0,1.0,0.0,1.0,486.0,0.0,-449.0
SD,SY,3.0,1.0,0.0,1.0,321.0,0.0,-199.0
SD,SY,5.0,1.0,0.0,1.0,374.0,0.0,112.0
SD,SY,7.0,1.0,0.0,1.0,326.0,0.0,410.0
SD,SY,8.0,1.0,0.0,1.0,349.0,0.0,-423.0
SD,SY,9.0,1.0,0.0,1.0,374.0,0.0,-245.0
SD,SY,10.0,1.0,0.0,-1.0,0.0,1.0,6.0
SD,SY,11.0,1.0,0.0,1.0,406.0,0.0,196.0
SD,SY,12.0,1.0,0.0,1.0,356.0,0.0,403.0
SD,SY,13.0,1.0,0.0,1.0,386.0,0.0,-447.0
SD,SY,14.0,1.0,0.0,-1.0,0.0,1.0,-156.0
SD,SY,15.0,1.0,0.0,1.0,345.0,0.0,417.0
SD,SY,16.0,1.0,0.0,1.0,325.0,0.0,-304.0
SD,SY,17.0,1.0,1.0,0.0,430.0,0.0,471.0
SD,SY,18.0,1.0,0.0,-1.0,0.0,1.0,422.0
SD,SY,19.0,1.0,0.0,1.0,362.0,0.0,-45.0
SD,SY,20.0,1.0,0.0,-1.0,0.0,1.0,-10.0
SD,SY,21.0,1.0,0.0,1.0,310.0,0.0,206.0
SD,SY,22.0,1.0,0.0,-1.0,0.0,1.0,-278.0
SD,SY,23.0,1.0,0.0,1.0,400.0,0.0,264.0
SD,SY,24.0,1.0,0.0,1.0,320.0,0.0,190.0
SD,SY,25.0,1.0,1.0,0.0,315.0,0.0,-375.0
SD,SY,26.0,1.0,0.0,-1.0,0.0,1.0,-27.0
SD,SY,27.0,1.0,0.0,1.0,310.0,0.0,208.0
SD,SY,29.0,1.0,0.0,-1.0,0.0,1.0,-295.0
SD,SY,30.0,1.0,0.0,-1.0,0.0,1.0,-1.0
SD,SY,31.0,1.0,0.0,1.0,351.0,0.0,156.0
SD,SY,32.0,1.0,0.0,1.0,350.0,0.0,-454.0
SD,SY,33.0,1.0,0.0,-1.0,0.0,1.0,-94.0
SD,SY,34.0,1.0,0.0,-1.0,0.0,1.0,152.0
SD,SY,35.0,1.0,0.0,1.0,230.0,0.0,429.0
SD,SY,36.0,1.0,0.0,1.0,321.0,0.0,-406.0
SD,SY,37.0,1.0,0.0,1.0,310.0,0.0,-139.0
SD,SY,38.0,1.0,0.0,1.0,321.0,0.0,248.0
SD,SY,39.0,1.0,0.0,1.0,295.0,0.0,249.0
SD,SY,40.0,1.0,1.0,0.0,205.0,0.0,39.0
SD,SY,41.0,1.0,0.0,1.0,386.0,0.0,-259.0
SD,SY,42.0,1.0,0.0,1.0,270.0,0.0,-425.0
SD,SY,43.0,1.0,0.0,1.0,284.0,0.0,-194.0
SD,SY,44.0,1.0,0.0,1.0,285.0,0.0,-176.0
SD,SY,45.0,1.0,0.0,-1.0,0.0,1.0,-255.0
SD,SY,46.0,1.0,0.0,1.0,330.0,0.0,-41.0
SD,SY,47.0,1.0,0.0,1.0,326.0,0.0,444.0
SD,SY,48.0,1.0,0.0,1.0,357.0,0.0,-340.0
SD,SY,49.0,1.0,0.0,1.0,344.0,0.0,206.0
SD,SY,50.0,1.0,0.0,1.0,285.0,0.0,377.0
SD,SY,51.0,1.0,0.0,1.0,341.0,0.0,23.0
SD,SY,52.0,1.0,0.0,1.0,339.0,0.0,-184.0
SD,SY,53.0,1.0,1.0,0.0,325.0,0.0,-191.0
SD,SY,54.0,1.0,0.0,1.0,355.0,0.0,160.0
SD,SY,55.0,1.0,0.0,1.0,265.0,0.0,195.0
SD,SY,56.0,1.0,0.0,1.0,350.0,0.0,-108.0
SD,SY,57.0,1.0,0.0,1.0,311.0,0.0,173.0
SD,SY,58.0,1.0,0.0,1.0,304.0,0.0,227.0
SD,SY,59.0,1.0,0.0,1.0,340.0,0.0,-161.0
SD,SY,60.0,1.0,0.0,1.0,391.0,0.0,43.0
SD,SY,61.0,1.0,0.0,1.0,361.0,0.0,-389.0
SD,SY,62.0,1.0,0.0,1.0,316.0,0.0,-140.0
SD,SY,63.0,1.0,0.0,1.0,315.0,0.0,446.0
SD,SY,64.0,1.0,0.0,1.0,345.0,0.0,-252.0
SD,CM,2.0,1.0,0.0,-1.0,0.0,1.0,229.0
SD,CM,3.0,1.0,0.0,-1.0,0.0,1.0,-432.0
SD,CM,4.0,1.0,1.0,0.0,255.0,0.0,369.0
SD,CM,5.0,1.0,0.0,1.0,445.0,0.0,33.0
SD,CM,6.0,1.0,0.0,1.0,445.0,0.0,-27.0
SD,CM,7.0,1.0,0.0,1.0,310.0,0.0,-437.0
SD,CM,8.0,1.0,0.0,1.0,290.0,0.0,-250.0
SD,CM,9.0,1.0,0.0,-1.0,0.0,1.0,343.0
SD,CM,10.0,1.0,0.0,-1.0,0.0,1.0,-376.0
SD,CM,11.0,1.0,1.0,0.0,95.0,1.0,-106.0
SD,CM,12.0,1.0,1.0,0.0,311.0,0.0,179.0
SD,CM,13.0,1.0,0.0,-1.0,0.0,1.0,354.0
SD,CM,14.0,1.0,1.0,0.0,321.0,0.0,-40.0
SD,CM,15.0,1.0,0.0,1.0,285.0,0.0,-39.0
SD,CM,16.0,1.0,0.0,1.0,341.0,0.0,-211.0
SD,CM,17.0,1.0,0.0,-1.0,0.0,1.0,-444.0
SD,CM,18.0,1.0,1.0,0.0,311.0,0.0,-122.0
SD,CM,19.0,1.0,0.0,1.0,380.0,0.0,-43.0
SD,CM,20.0,1.0,0.0,1.0,456.0,0.0,122.0
SD,CM,21.0,1.0,0.0,1.0,320.0,0.0,161.0
SD,CM,22.0,1.0,0.0,-1.0,0.0,1.0,-115.0
SD,CM,23.0,1.0,0.0,1.0,300.0,0.0,-186.0
SD,CM,24.0,1.0,0.0,-1.0,0.0,1.0,255.0
SD,CM,25.0,1.0,0.0,-1.0,0.0,1.0,472.0
SD,CM,26.0,1.0,0.0,1.0,339.0,0.0,371.0
SD,CM,27.0,1.0,0.0,1.0,401.0,0.0,-21.0
SD,CM,28.0,1.0,1.0,0.0,310.0,0.0,421.0
SD,CM,29.0,1.0,0.0,1.0,370.0,0.0,-426.0
SD,CM,30.0,1.0,0.0,1.0,360.0,0.0,-461.0
SD,CM,31.0,1.0,0.0,1.0,334.0,0.0,-365.0
SD,CM,32.0,1.0,0.0,-1.0,0.0,1.0,261.0
SD,CM,33.0,1.0,0.0,-1.0,0.0,1.0,230.0
SD,CM,34.0,1.0,0.0,1.0,330.0,0.0,247.0
SD,CM,35.0,1.0,0.0,-1.0,0.0,1.0,-106.0
SD,CM,36.0,1.0,0.0,-1.0,0.0,1.0,-424.0
SD,CM,38.0,1.0,0.0,1.0,446.0,0.0,28.0
SD,CM,39.0,1.0,1.0,0.0,314.0,0.0,-74.0
SD,CM,40.0,1.0,0.0,1.0,341.0,0.0,-412.0
SD,CM,41.0,1.0,0.0,-1.0,0.0,1.0,435.0
SD,CM,42.0,1.0,1.0,0.0,197.0,0.0,-26.0
SD,CM,43.0,1.0,1.0,0.0,237.0,0.0,86.0
SD,CM,44.0,1.0,0.0,1.0,351.0,0.0,77.0
SD,CM,45.0,1.0,0.0,1.0,396.0,0.0,-296.0
SD,CM,46.0,1.0,0.0,1.0,311.0,0.0,-239.0
SD,CM,47.0,1.0,0.0,1.0,366.0,0.0,162.0
SD,CM,48.0,1.0,0.0,1.0,375.0,0.0,281.0
SD,CM,49.0,1.0,0.0,-1.0,0.0,1.0,363.0
SD,CM,50.0,1.0,0.0,-1.0,0.0,1.0,379.0
SD,CM,51.0,1.0,0.0,-1.0,0.0,1.0,-460.0
SD,CM,52.0,1.0,0.0,-1.0,0.0,1.0,92.0
SD,CM,53.0,1.0,1.0,0.0,351.0,0.0,-361.0
SD,CM,54.0,1.0,0.0,1.0,406.0,0.0,86.0
SD,CM,55.0,1.0,0.0,1.0,465.0,0.0,301.0
SD,CM,56.0,1.0,0.0,1.0,365.0,0.0,-178.0
SD,CM,57.0,1.0,0.0,1.0,410.0,0.0,258.0
SD,CM,58.0,1.0,0.0,-1.0,0.0,1.0,399.0
SD,CM,59.0,1.0,0.0,-1.0,0.0,1.0,-53.0
SD,CM,60.0,1.0,0.0,-1.0,0.0,1.0,12.0
SD,MC,2.0,1.0,0.0,1.0,345.0,0.0,72.0
SD,MC,3.0,1.0,0.0,1.0,315.0,0.0,177.0
SD,MC,4.0,1.0,0.0,-1.0,0.0,1.0,106.0
SD,MC,5.0,1.0,0.0,1.0,370.0,0.0,-406.0
SD,MC,6.0,1.0,0.0,1.0,275.0,0.0,241.0
SD,MC,7.0,1.0,1.0,0.0,239.0,0.0,-222.0
SD,MC,8.0,1.0,0.0,1.0,440.0,0.0,-42.0
SD,MC,9.0,1.0,0.0,1.0,370.0,0.0,326.0
SD,MC,10.0,1.0,0.0,1.0,261.0,0.0,263.0
SD,MC,11.0,1.0,0.0,-1.0,0.0,1.0,61.0
SD,MC,12.0,1.0,1.0,0.0,285.0,0.0,-111.0
SD,MC,13.0,1.0,0.0,1.0,285.0,0.0,-295.0
SD,MC,14.0,1.0,0.0,1.0,375.0,0.0,439.0
SD,MC,15.0,1.0,0.0,-1.0,0.0,1.0,356.0
SD,MC,16.0,1.0,0.0,1.0,455.0,0.0,-193.0
SD,MC,17.0,1.0,0.0,-1.0,0.0,1.0,-121.0
SD,MC,18.0,1.0,0.0,-1.0,0.0,1.0,-293.0
SD,MC,19.0,1.0,1.0,0.0,280.0,0.0,448.0
SD,MC,20.0,1.0,0.0,1.0,337.0,0.0,295.0
SD,MC,21.0,1.0,0.0,1.0,410.0,0.0,-120.0
SD,MC,22.0,1.0,0.0,1.0,255.0,0.0,-287.0
SD,MC,23.0,1.0,0.0,1.0,430.0,0.0,-118.0
SD,MC,24.0,1.0,1.0,0.0,240.0,0.0,348.0
SD,MC,25.0,1.0,0.0,1.0,291.0,0.0,119.0
SD,MC,26.0,1.0,0.0,1.0,306.0,0.0,-329.0
SD,MC,27.0,1.0,1.0,0.0,290.0,0.0,464.0
SD,MC,28.0,1.0,0.0,1.0,441.0,0.0,-179.0
SD,MC,29.0,1.0,0.0,1.0,390.0,0.0,53.0
SD,MC,30.0,1.0,0.0,-1.0,0.0,1.0,-421.0
SD,MC,31.0,1.0,0.0,-1.0,0.0,1.0,229.0
SD,MC,32.0,1.0,1.0,0.0,285.0,0.0,-47.0
SD,MC,33.0,1.0,0.0,-1.0,0.0,1.0,13.0
SD,MC,34.0,1.0,0.0,1.0,360.0,0.0,-421.0
SD,MC,35.0,1.0,0.0,1.0,350.0,0.0,201.0
SD,MC,36.0,1.0,0.0,1.0,365.0,0.0,384.0
SD,MC,37.0,1.0,0.0,1.0,309.0,0.0,-323.0
SD,MC,38.0,1.0,0.0,1.0,349.0,0.0,-62.0
SD,MC,39.0,1.0,0.0,1.0,366.0,0.0,-182.0
SD,MC,40.0,1.0,0.0,-1.0,0.0,1.0,-9.0
SD,MC,41.0,1.0,0.0,1.0,314.0,0.0,-474.0
SD,MC,42.0,1.0,0.0,-1.0,0.0,1.0,448.0
SD,MC,43.0,1.0,1.0,0.0,264.0,0.0,-294.0
SD,MC,44.0,1.0,0.0,-1.0,0.0,1.0,445.0
SD,MC,45.0,1.0,0.0,1.0,290.0,0.0,461.0
SD,MC,46.0,1.0,1.0,0.0,290.0,0.0,-282.0
SD,MC,47.0,1.0,0.0,-1.0,0.0,1.0,322.0
SD,MC,48.0,1.0,0.0,1.0,275.0,0.0,-321.0
SD,MC,49.0,1.0,0.0,1.0,390.0,0.0,75.0
SD,MC,50.0,1.0,0.0,1.0,401.0,0.0,-26.0
SD,MC,51.0,1.0,0.0,1.0,375.0,0.0,333.0
SD,MC,52.0,1.0,0.0,-1.0,0.0,1.0,-101.0
SD,MC,53.0,1.0,0.0,-1.0,0.0,1.0,-290.0
SD,MC,54.0,1.0,0.0,-1.0,0.0,1.0,77.0
SD,MC,55.0,1.0,0.0,1.0,376.0,0.0,-269.0
SD,MC,56.0,1.0,1.0,0.0,310.0,0.0,330.0
SD,MC,57.0,1.0,0.0,-1.0,0.0,1.0,-377.0
SD,MC,58.0,1.0,0.0,1.0,330.0,0.0,-225.0
SD,MC,59.0,1.0,0.0,-1.0,0.0,1.0,-142.0
SD,MC,60.0,1.0,0.0,-1.0,0.0,1.0,8.0
SD,MC,61.0,1.0,0.0,1.0,454.0,0.0,-77.0
SD,MC,62.0,1.0,0.0,-1.0,0.0,1.0,11.0
SD,MC,63.0,1.0,0.0,1.0,410.0,0.0,-187.0
SD,MC,64.0,1.0,0.0,1.0,370.0,0.0,342.0
SD,SS,2.0,1.0,0.0,-1.0,0.0,1.0,-409.0
SD,SS,3.0,1.0,0.0,-1.0,0.0,1.0,-9.0
SD,SS,4.0,1.0,0.0,1.0,370.0,0.0,436.0
SD,SS,5.0,1.0,0.0,1.0,414.0,0.0,-51.0
SD,SS,6.0,1.0,1.0,0.0,270.0,0.0,141.0
SD,SS,7.0,1.0,0.0,1.0,351.0,0.0,-159.0
SD,SS,8.0,1.0,0.0,1.0,312.0,0.0,-132.0
SD,SS,10.0,1.0,0.0,1.0,355.0,0.0,-166.0
SD,SS,11.0,1.0,0.0,-1.0,0.0,1.0,179.0
SD,SS,12.0,1.0,0.0,-1.0,0.0,1.0,-328.0
SD,SS,13.0,1.0,0.0,-1.0,0.0,1.0,437.0
SD,SS,14.0,1.0,0.0,1.0,320.0,0.0,-93.0
SD,SS,15.0,1.0,1.0,0.0,325.0,0.0,442.0
SD,SS,16.0,1.0,0.0,-1.0,0.0,1.0,-135.0
SD,SS,17.0,1.0,0.0,-1.0,0.0,1.0,284.0
SD,SS,18.0,1.0,1.0,0.0,61.0,1.0,112.0
SD,SS,19.0,1.0,0.0,1.0,485.0,0.0,-266.0
SD,SS,20.0,1.0,0.0,1.0,360.0,0.0,-85.0
SD,SS,21.0,1.0,1.0,0.0,246.0,0.0,202.0
SD,SS,22.0,1.0,0.0,-1.0,0.0,1.0,10.0
SD,SS,23.0,1.0,0.0,1.0,346.0,0.0,-390.0
SD,SS,24.0,1.0,0.0,1.0,390.0,0.0,251.0
SD,SS,25.0,1.0,0.0,1.0,384.0,0.0,302.0
SD,SS,26.0,1.0,0.0,-1.0,0.0,1.0,-117.0
SD,SS,27.0,1.0,0.0,-1.0,0.0,1.0,-220.0
SD,SS,28.0,1.0,0.0,1.0,381.0,0.0,302.0
SD,SS,29.0,1.0,1.0,0.0,180.0,0.0,-363.0
SD,SS,30.0,1.0,0.0,1.0,426.0,0.0,-145.0
SD,SS,31.0,1.0,0.0,1.0,440.0,0.0,435.0
SD,SS,32.0,1.0,0.0,-1.0,0.0,1.0,-458.0
SD,SS,33.0,1.0,0.0,1.0,379.0,0.0,86.0
SD,SS,34.0,1.0,0.0,1.0,390.0,0.0,-199.0
SD,SS,35.0,1.0,0.0,1.0,290.0,0.0,-302.0
SD,SS,36.0,1.0,0.0,1.0,305.0,0.0,-150.0
SD,SS,37.0,1.0,0.0,-1.0,0.0,1.0,-2.0
SD,SS,38.0,1.0,0.0,1.0,404.0,0.0,257.0
SD,SS,39.0,1.0,0.0,-1.0,0.0,1.0,-123.0
SD,SS,40.0,1.0,0.0,-1.0,0.0,1.0,8.0
SD,SS,41.0,1.0,0.0,1.0,360.0,0.0,305.0
SD,SS,42.0,1.0,0.0,-1.0,0.0,1.0,7.0
SD,SS,43.0,1.0,0.0,-1.0,0.0,1.0,-248.0
SD,SS,44.0,1.0,1.0,0.0,251.0,0.0,-426.0
SD,SS,45.0,1.0,0.0,-1.0,0.0,1.0,389.0
SD,SS,46.0,1.0,0.0,-1.0,0.0,1.0,156.0
SD,SS,47.0,1.0,0.0,1.0,350.0,0.0,-72.0
SD,SS,48.0,1.0,0.0,1.0,350.0,0.0,154.0
SD,SS,49.0,1.0,0.0,1.0,335.0,0.0,-84.0
SD,SS,50.0,1.0,0.0,1.0,342.0,0.0,-138.0
SD,SS,51.0,1.0,0.0,1.0,376.0,0.0,339.0
SD,SS,52.0,1.0,0.0,1.0,381.0,0.0,388.0
SD,SS,53.0,1.0,0.0,-1.0,0.0,1.0,-313.0
SD,SS,54.0,1.0,0.0,1.0,336.0,0.0,-164.0
SD,SS,55.0,1.0,0.0,1.0,280.0,0.0,-440.0
SD,SS,56.0,1.0,0.0,1.0,350.0,0.0,479.0
SD,SS,58.0,1.0,0.0,1.0,340.0,0.0,-45.0
SD,SS,59.0,1.0,0.0,1.0,380.0,0.0,189.0
SD,SS,60.0,1.0,1.0,0.0,221.0,0.0,-132.0
SD,SS,61.0,1.0,0.0,-1.0,0.0,1.0,-364.0
SD,SS,62.0,1.0,0.0,-1.0,0.0,1.0,-103.0
SD,SS,63.0,1.0,0.0,-1.0,0.0,1.0,259.0
SD,PO,2.0,1.0,0.0,-1.0,0.0,1.0,476.0
SD,PO,3.0,1.0,0.0,-1.0,0.0,1.0,436.0
SD,PO,4.0,1.0,0.0,-1.0,0.0,1.0,-383.0
SD,PO,5.0,1.0,0.0,1.0,239.0,0.0,-427.0
SD,PO,6.0,1.0,0.0,1.0,324.0,0.0,-183.0
SD,PO,7.0,1.0,0.0,-1.0,0.0,1.0,225.0
SD,PO,8.0,1.0,0.0,-1.0,0.0,1.0,448.0
SD,PO,9.0,1.0,1.0,0.0,281.0,0.0,116.0
SD,PO,10.0,1.0,0.0,1.0,341.0,0.0,-273.0
SD,PO,11.0,1.0,0.0,1.0,310.0,0.0,-420.0
SD,PO,12.0,1.0,0.0,1.0,361.0,0.0,404.0
SD,PO,13.0,1.0,0.0,1.0,296.0,0.0,104.0
SD,PO,14.0,1.0,0.0,1.0,335.0,0.0,183.0
SD,PO,15.0,1.0,0.0,1.0,339.0,0.0,-475.0
